,,,,,,,,,,,,,,,
GA sample ID,Gender,Ethnicity,Ethnicity short name,Region,Region short name,Country,Country of origin,Public,Related to,% Neanderthal ancestry,% Denisovan ancestry,Language group,Social Hierarchy ,mt- haplogroup,Y-haplogroup
GA000963,F,Chamar,CHM,SouthAsia,SAS,India,India,No,,2.00646,0.256747,,,,
GA000964,M,Chamar,CHM,SouthAsia,SAS,India,India,No,,1.96851,0.248935,,,,
GA000965,M,Chamar,CHM,SouthAsia,SAS,India,India,No,,2.20853,0.269886,,,,
GA000966,M,Chamar,CHM,SouthAsia,SAS,India,India,No,,2.13263,0.244318,,,,
GA000967,M,Chamar,CHM,SouthAsia,SAS,India,India,No,,1.85955,0.238991,,,,
GA000968,M,Chamar,CHM,SouthAsia,SAS,India,India,No,,2.22946,0.248935,,,,
GA000969,F,Khatri,KHA,SouthAsia,SAS,India,India,No,,2.07336,0.198509,,,,
GA000970,F,Khatri,KHA,SouthAsia,SAS,India,India,No,,2.0761,0.074929,,,,
GA000971,M,Khatri,KHA,SouthAsia,SAS,India,India,No,,2.11092,0.119318,,,,
GA000972,F,Khatri,KHA,SouthAsia,SAS,India,India,No,,2.11659,0.131747,,,,
GA000973,M,Khatri,KHA,SouthAsia,SAS,India,India,No,,2.02034,0.127486,,,,
GA000974,M,Khatri,KHA,SouthAsia,SAS,India,India,No,,1.9552,0.236506,,,,
GA000975,F,Khatri,KHA,SouthAsia,SAS,India,India,No,,2.15689,0.14169,,,,
GA000976,M,Khatri,KHA,SouthAsia,SAS,India,India,No,,2.05536,0.100852,,,,
GA000977,F,Khatri,KHA,SouthAsia,SAS,India,India,No,,2.29734,0.0891335,,,,
GA000978,F,Khatri,KHA,SouthAsia,SAS,India,India,No,,1.92919,0.153764,,,,
GA000979,M,Khatri,KHA,SouthAsia,SAS,India,India,No,,2.29793,0.143821,,,,
GA000980,F,SaryupariBrahmin,SRB,SouthAsia,SAS,India,India,No,,2.19503,0.186435,,,,
GA000981,F,SaryupariBrahmin,SRB,SouthAsia,SAS,India,India,No,,1.92782,0.145952,,,,
GA000982,M,SaryupariBrahmin,SRB,SouthAsia,SAS,India,India,No,,1.85857,0.131037,,,,
GA000983,M,SaryupariBrahmin,SRB,SouthAsia,SAS,India,India,No,,2.23396,0.268821,,,,
GA000984,F,SaryupariBrahmin,SRB,SouthAsia,SAS,India,India,No,,1.9151,0.0465199,,,,
GA000985,M,SaryupariBrahmin,SRB,SouthAsia,SAS,India,India,No,,2.07121,0.224077,,,,
GA000986,M,SaryupariBrahmin,SRB,SouthAsia,SAS,India,India,No,,2.01624,0.193182,,,,
GA000987,F,SaryupariBrahmin,SRB,SouthAsia,SAS,India,India,No,,1.90708,0.144531,,,,
GA000988,F,SaryupariBrahmin,SRB,SouthAsia,SAS,India,India,No,,1.99354,0.203835,,,,
GA000989,F,SaryupariBrahmin,SRB,SouthAsia,SAS,India,India,No,,2.27308,0.298295,,,,
GA000990,M,SaryupariBrahmin,SRB,SouthAsia,SAS,India,India,No,,2.17254,0.122869,,,,
GA000991,M,SaryupariBrahmin,SRB,SouthAsia,SAS,India,India,No,Yes (GA000992),1.90297,0.123935,,,,
GA000992,F,SaryupariBrahmin,SRB,SouthAsia,SAS,India,India,No,,1.9779,0.28054,,,,
GA000993,F,SaryupariBrahmin,SRB,SouthAsia,SAS,India,India,No,,2.17899,0.135298,,,,
GA000994,M,Chakma,CHK,SouthAsia,SAS,India,India,No,,2.28032,0.217685,,,,
GA000995,M,Chakma,CHK,SouthAsia,SAS,India,India,No,,2.47242,0.328835,,,,
GA000996,M,Chakma,CHK,SouthAsia,SAS,India,India,No,,2.51956,0.280895,,,,
GA000997,M,Chakma,CHK,SouthAsia,SAS,India,India,No,,2.55692,0.149503,,,,
GA000998,M,Chakma,CHK,SouthAsia,SAS,India,India,No,,2.55595,0.263849,,,,
GA000999,M,Chakma,CHK,SouthAsia,SAS,India,India,No,,2.43721,0.427202,,,,
GA001000,F,Chakma,CHK,SouthAsia,SAS,India,India,No,,2.4511,0.247869,,,,
GA001001,M,Chakma,CHK,SouthAsia,SAS,India,India,No,,2.31612,0.272727,,,,
GA001002,M,Chakma,CHK,SouthAsia,SAS,India,India,No,,2.65513,0.275923,,,,
GA001003,F,Chakma,CHK,SouthAsia,SAS,India,India,No,,2.49276,0.283736,,,,
GA001004,F,Chakma,CHK,SouthAsia,SAS,India,India,No,,2.40004,0.223011,,,,
GA001005,F,Jamatia,JAM,SouthAsia,SAS,India,India,No,,2.60955,0.194602,,,,
GA001006,M,Jamatia,JAM,SouthAsia,SAS,India,India,No,,2.49022,0.306108,,,,
GA001007,M,Jamatia,JAM,SouthAsia,SAS,India,India,No,,2.34527,0.17223,,,,
GA001008,F,Jamatia,JAM,SouthAsia,SAS,India,India,No,,2.48415,0.294744,,,,
GA001009,M,Jamatia,JAM,SouthAsia,SAS,India,India,No,,2.45383,0.366832,,,,
GA001010,F,Jamatia,JAM,SouthAsia,SAS,India,India,No,,2.47164,0.323153,,,,
GA001011,F,Jamatia,JAM,SouthAsia,SAS,India,India,No,,2.3975,0.230114,,,,
GA001012,F,Jamatia,JAM,SouthAsia,SAS,India,India,No,,2.37656,0.199219,,,,
GA001013,M,Jamatia,JAM,SouthAsia,SAS,India,India,No,,2.51174,0.310014,,,,
GA001014,F,Manipuri,MNP,SouthAsia,SAS,India,India,No,,1.97731,0.286577,,,,
GA001016,M,Manipuri,MNP,SouthAsia,SAS,India,India,No,,1.93779,0.209872,,,,
GA001017,M,Manipuri,MNP,SouthAsia,SAS,India,India,No,,2.18427,0.146662,,,,
GA001018,M,Manipuri,MNP,SouthAsia,SAS,India,India,No,,1.97574,0.12429,,,,
GA001019,M,Manipuri,MNP,SouthAsia,SAS,India,India,No,,2.5892,0.275568,,,,
GA001020,M,Mog,MOG,SouthAsia,SAS,India,India,No,,2.43838,0.294034,,,,
GA001021,F,Mog,MOG,SouthAsia,SAS,India,India,No,Yes (GA001023),2.55516,0.283381,,,,
GA001022,M,Mog,MOG,SouthAsia,SAS,India,India,No,,2.29734,0.298295,,,,
GA001023,F,Mog,MOG,SouthAsia,SAS,India,India,No,,2.43936,0.318892,,,,
GA001024,M,Mog,MOG,SouthAsia,SAS,India,India,No,,2.58998,0.386719,,,,
GA001025,F,Mog,MOG,SouthAsia,SAS,India,India,No,,2.52171,0.272372,,,,
GA001026,F,Mog,MOG,SouthAsia,SAS,India,India,No,,2.56358,0.277344,,,,
GA001027,M,Mog,MOG,SouthAsia,SAS,India,India,No,,2.33881,0.21946,,,,
GA001028,F,Mog,MOG,SouthAsia,SAS,India,India,No,,2.55986,0.26598,,,,
GA001029,F,Mog,MOG,SouthAsia,SAS,India,India,No,,2.44464,0.397372,,,,
GA001030,F,Mog,MOG,SouthAsia,SAS,India,India,No,,2.46557,0.29652,,,,
GA001031,M,Mog,MOG,SouthAsia,SAS,India,India,No,,2.54304,0.236506,,,,
GA001032,M,Mog,MOG,SouthAsia,SAS,India,India,No,,2.36287,0.242188,,,,
GA001033,M,Mog,MOG,SouthAsia,SAS,India,India,No,Yes (GA001037),2.43936,0.267045,,,,
GA001034,F,Mog,MOG,SouthAsia,SAS,India,India,No,,2.55595,0.26527,,,,
GA001035,M,Mog,MOG,SouthAsia,SAS,India,India,No,,2.60798,0.316761,,,,
GA001037,M,Mog,MOG,SouthAsia,SAS,India,India,No,,2.42703,0.221946,,,,
GA001038,M,Mog,MOG,SouthAsia,SAS,India,India,No,,2.2989,0.303622,,,,
GA001039,F,Mog,MOG,SouthAsia,SAS,India,India,No,,2.36933,0.153409,,,,
GA001040,M,Mog,MOG,SouthAsia,SAS,India,India,No,,2.44836,0.34375,,,,
GA001041,M,Toto,TTO,SouthAsia,SAS,India,India,No,"Yes (GA001043, GA001044)",2.30536,0.262074,,,,
GA001042,F,Toto,TTO,SouthAsia,SAS,India,India,No,,2.16549,0.292259,,,,
GA001043,F,Toto,TTO,SouthAsia,SAS,India,India,No,"Yes (GA001041, GA001044)",2.2322,0.21733,,,,
GA001044,M,Toto,TTO,SouthAsia,SAS,India,India,No,,2.30829,0.333097,,,,
GA001045,M,Toto,TTO,SouthAsia,SAS,India,India,No,Yes (GA001046),2.42254,0.37358,,,,
GA001046,M,Toto,TTO,SouthAsia,SAS,India,India,No,,2.61718,0.348366,,,,
GA001047,M,Toto,TTO,SouthAsia,SAS,India,India,No,,2.36228,0.245384,,,,
GA001048,F,Toto,TTO,SouthAsia,SAS,India,India,No,,2.50411,0.256037,,,,
GA001049,M,Toto,TTO,SouthAsia,SAS,India,India,No,,2.5716,0.341974,,,,
GA001050,F,Toto,TTO,SouthAsia,SAS,India,India,No,,2.5984,0.332386,,,,
GA001051,M,Toto,TTO,SouthAsia,SAS,India,India,No,,2.47829,0.191051,,,,
GA001052,M,Gaud,GAU,SouthAsia,SAS,India,India,No,Yes (GA001053),2.23455,0.202415,,,,
GA001053,F,Gaud,GAU,SouthAsia,SAS,India,India,No,,2.25,0.18892,,,,
GA001054,M,Gaud,GAU,SouthAsia,SAS,India,India,No,,2.27856,0.399503,,,,
GA001055,F,Gaud,GAU,SouthAsia,SAS,India,India,No,"Yes (GA001056, GA001057, GA001058)",2.16784,0.277699,,,,
GA001056,F,Gaud,GAU,SouthAsia,SAS,India,India,No,"Yes (GA001055, GA001057, GA001058)",2.05399,0.231889,,,,
GA001057,M,Gaud,GAU,SouthAsia,SAS,India,India,No,"Yes (GA001055, GA001056, GA001058)",2.16393,0.216264,,,,
GA001058,F,Gaud,GAU,SouthAsia,SAS,India,India,No,,2.08588,0.286222,,,,
GA001059,F,Gaud,GAU,SouthAsia,SAS,India,India,No,Yes (GA001060),2.46772,0.359375,,,,
GA001060,U,Gaud,GAU,SouthAsia,SAS,India,India,No,,2.39358,0.366122,,,,
GA001061,M,Halba,HLB,SouthAsia,SAS,India,India,No,,2.30106,0.410156,,,,
GA001062,M,RanaTharu,RTH,SouthAsia,SAS,India,India,No,,2.65865,0.337713,,,,
GA001063,M,RanaTharu,RTH,SouthAsia,SAS,India,India,No,,2.49765,0.290838,,,,
GA001064,M,RanaTharu,RTH,SouthAsia,SAS,India,India,No,,2.5849,0.317472,,,,
GA001065,M,RanaTharu,RTH,SouthAsia,SAS,India,India,No,,2.48083,0.257457,,,,
GA001066,F,RanaTharu,RTH,SouthAsia,SAS,India,India,No,,2.28462,0.316761,,,,
GA001067,F,RanaTharu,RTH,SouthAsia,SAS,India,India,No,,2.5221,0.275568,,,,
GA001068,M,RanaTharu,RTH,SouthAsia,SAS,India,India,No,,2.25274,0.221591,,,,
GA001069,M,RanaTharu,RTH,SouthAsia,SAS,India,India,No,,2.5534,0.34446,,,,
GA001070,F,RanaTharu,RTH,SouthAsia,SAS,India,India,No,,2.40473,0.20348,,,,
GA001071,M,RanaTharu,RTH,SouthAsia,SAS,India,India,No,,2.4775,0.292614,,,,
GA001072,F,RanaTharu,RTH,SouthAsia,SAS,India,India,No,,2.71185,0.381037,,,,
GA001073,F,RanaTharu,RTH,SouthAsia,SAS,India,India,No,,2.40904,0.321733,,,,
GA001074,M,Chanchu,CHN,SouthAsia,SAS,India,India,No,Yes (GA001080),2.11092,0.297585,,,,
GA001075,F,Chanchu,CHN,SouthAsia,SAS,India,India,No,,2.19933,0.317116,,,,
GA001076,F,Chanchu,CHN,SouthAsia,SAS,India,India,No,,2.33118,0.28267,,,,
GA001077,F,Chanchu,CHN,SouthAsia,SAS,India,India,No,,2.04636,0.195312,,,,
GA001078,F,Chanchu,CHN,SouthAsia,SAS,India,India,No,,1.98944,0.206321,,,,
GA001079,F,Chanchu,CHN,SouthAsia,SAS,India,India,No,,2.20129,0.275923,,,,
GA001080,F,Chanchu,CHN,SouthAsia,SAS,India,India,No,,2.17821,0.245384,,,,
GA001081,M,Chanchu,CHN,SouthAsia,SAS,India,India,No,,2.33725,0.266335,,,,
GA001082,M,Iyangar,IYA,SouthAsia,SAS,India,India,No,,2.30262,0.31321,,,,
GA001083,M,Iyangar,IYA,SouthAsia,SAS,India,India,No,,2.14671,0.205966,,,,
GA001085,M,Iyangar,IYA,SouthAsia,SAS,India,India,No,,1.96459,0.167259,,,,
GA001086,M,Iyangar,IYA,SouthAsia,SAS,India,India,No,,2.08216,0.245739,,,,
GA001087,M,Iyangar,IYA,SouthAsia,SAS,India,India,No,,1.88009,0.214489,,,,
GA001088,F,Iyangar,IYA,SouthAsia,SAS,India,India,No,,2.18779,0.196023,,,,
GA001089,M,Iyer,IYE,SouthAsia,SAS,India,India,No,,2.22066,0.198864,,,,
GA001090,M,Iyer,IYE,SouthAsia,SAS,India,India,No,,2.07257,0.257457,,,,
GA001091,F,Iyer,IYE,SouthAsia,SAS,India,India,No,,2.00391,0.126065,,,,
GA001092,F,Iyer,IYE,SouthAsia,SAS,India,India,No,,2.17097,0.3125,,,,
GA001093,M,Iyer,IYE,SouthAsia,SAS,India,India,No,,2.26995,0.224077,,,,
GA001094,U,Iyer,IYE,SouthAsia,SAS,India,India,No,,2.19797,0.191761,,,,
GA001095,M,Iyer,IYE,SouthAsia,SAS,India,India,No,,2.13478,0.258523,,,,
GA001096,M,Iyer,IYE,SouthAsia,SAS,India,India,No,,2.13987,0.197088,,,,
GA001097,F,Iyer,IYE,SouthAsia,SAS,India,India,No,,2.19875,0.190696,,,,
GA001098,M,Iyer,IYE,SouthAsia,SAS,India,India,No,,2.19327,0.207741,,,,
GA001099,F,Iyer,IYE,SouthAsia,SAS,India,India,No,,2.09781,0.163707,,,,
GA001100,U,Iyer,IYE,SouthAsia,SAS,India,India,No,,2.17958,0.190341,,,,
GA001101,F,Iyer,IYE,SouthAsia,SAS,India,India,No,,1.94229,0.270241,,,,
GA001102,F,KayaDora,KYD,SouthAsia,SAS,India,India,No,,2.06064,0.439631,,,,
GA001103,F,KayaDora,KYD,SouthAsia,SAS,India,India,No,,2.0982,0.354048,,,,
GA001104,M,KayaDora,KYD,SouthAsia,SAS,India,India,No,,2.08333,0.312855,,,,
GA001105,F,KayaDora,KYD,SouthAsia,SAS,India,India,No,,2.35113,0.379616,,,,
GA001106,F,KayaDora,KYD,SouthAsia,SAS,India,India,No,,2.23103,0.39027,,,,
GA001107,M,KayaDora,KYD,SouthAsia,SAS,India,India,No,,1.98181,0.252131,,,,
GA001108,M,KayaDora,KYD,SouthAsia,SAS,India,India,No,,2.01154,0.252131,,,,
GA001109,M,KayaDora,KYD,SouthAsia,SAS,India,India,No,,1.91647,0.197443,,,,
GA001110,M,KayaDora,KYD,SouthAsia,SAS,India,India,No,,2.02308,0.329545,,,,
GA001111,M,KayaDora,KYD,SouthAsia,SAS,India,India,No,,2.14593,0.322088,,,,
GA001112,F,KayaDora,KYD,SouthAsia,SAS,India,India,No,,2.29988,0.487926,,,,
GA001113,M,KondaReddy,KNR,SouthAsia,SAS,India,India,No,Yes (GA001122),2.31416,0.309659,,,,
GA001114,M,KondaReddy,KNR,SouthAsia,SAS,India,India,No,,2.42606,0.388139,,,,
GA001115,F,KondaReddy,KNR,SouthAsia,SAS,India,India,No,,2.24707,0.324929,,,,
GA001116,M,KondaReddy,KNR,SouthAsia,SAS,India,India,No,,2.41197,0.373935,,,,
GA001117,M,KondaReddy,KNR,SouthAsia,SAS,India,India,No,,2.36718,0.423651,,,,
GA001118,M,KondaReddy,KNR,SouthAsia,SAS,India,India,No,,2.2189,0.398793,,,,
GA001119,M,KondaReddy,KNR,SouthAsia,SAS,India,India,No,,2.35426,0.409446,,,,
GA001120,F,KondaReddy,KNR,SouthAsia,SAS,India,India,No,,1.5802,0.20348,,,,
GA001121,M,KondaReddy,KNR,SouthAsia,SAS,India,India,No,,2.41041,0.368963,,,,
GA001122,F,KondaReddy,KNR,SouthAsia,SAS,India,India,No,,2.34977,0.280895,,,,
GA001123,F,KondaReddy,KNR,SouthAsia,SAS,India,India,No,,2.40356,0.349077,,,,
GA001124,M,KondaReddy,KNR,SouthAsia,SAS,India,India,No,,2.31416,0.39098,,,,
GA001125,M,KondaReddy,KNR,SouthAsia,SAS,India,India,No,Yes (GA001129),2.32825,0.368253,,,,
GA001126,M,KondaReddy,KNR,SouthAsia,SAS,India,India,No,,2.42449,0.296875,,,,
GA001127,M,KondaReddy,KNR,SouthAsia,SAS,India,India,No,,2.42625,0.445312,,,,
GA001128,M,KondaReddy,KNR,SouthAsia,SAS,India,India,No,,2.31142,0.419034,,,,
GA001129,M,KondaReddy,KNR,SouthAsia,SAS,India,India,No,,2.4243,0.34517,,,,
GA001130,M,Lambada,LAM,SouthAsia,SAS,India,India,No,,2.25822,0.164062,,,,
GA001131,M,Lambada,LAM,SouthAsia,SAS,India,India,No,"Yes (GA001141, GA001145)",1.99687,0.180043,,,,
GA001132,F,Lambada,LAM,SouthAsia,SAS,India,India,No,,2.09116,0.224432,,,,
GA001133,F,Lambada,LAM,SouthAsia,SAS,India,India,No,,2.13243,0.235085,,,,
GA001134,M,Lambada,LAM,SouthAsia,SAS,India,India,No,,2.16334,0.189276,,,,
GA001135,F,Lambada,LAM,SouthAsia,SAS,India,India,No,Yes (GA001146),2.04499,0.165838,,,,
GA001136,M,Lambada,LAM,SouthAsia,SAS,India,India,No,,2.12402,0.215909,,,,
GA001137,F,Lambada,LAM,SouthAsia,SAS,India,India,No,,2.15102,0.259943,,,,
GA001138,F,Lambada,LAM,SouthAsia,SAS,India,India,No,Yes (GA001140),2.20716,0.283736,,,,
GA001139,M,Lambada,LAM,SouthAsia,SAS,India,India,No,,2.16686,0.324219,,,,
GA001140,F,Lambada,LAM,SouthAsia,SAS,India,India,No,,2.09409,0.277699,,,,
GA001141,F,Lambada,LAM,SouthAsia,SAS,India,India,No,Yes (GA001145),2.10779,0.15767,,,,
GA001142,F,Lambada,LAM,SouthAsia,SAS,India,India,No,Yes (GA001144),2.14534,0.248224,,,,
GA001143,M,Lambada,LAM,SouthAsia,SAS,India,India,No,,1.95168,0.258878,,,,
GA001144,F,Lambada,LAM,SouthAsia,SAS,India,India,No,,2.06749,0.213778,,,,
GA001145,F,Lambada,LAM,SouthAsia,SAS,India,India,No,,1.90826,0.165838,,,,
GA001146,F,Lambada,LAM,SouthAsia,SAS,India,India,No,,1.96166,0.165483,,,,
GA001147,M,Paniya,PNY,SouthAsia,SAS,India,India,No,,2.19953,0.291903,,,,
GA001148,M,Paniya,PNY,SouthAsia,SAS,India,India,No,,2.0757,0.32919,,,,
GA001149,M,Paniya,PNY,SouthAsia,SAS,India,India,No,,2.44836,0.502131,,,,
GA001150,M,Paniya,PNY,SouthAsia,SAS,India,India,No,,2.31142,0.371804,,,,
GA001151,M,Paniya,PNY,SouthAsia,SAS,India,India,No,,2.42156,0.355469,,,,
GA001152,M,Paniya,PNY,SouthAsia,SAS,India,India,No,,2.11502,0.319247,,,,
GA001154,M,Paniya,PNY,SouthAsia,SAS,India,India,No,,2.27504,0.321023,,,,
GA001155,M,Paniya,PNY,SouthAsia,SAS,India,India,No,,2.26565,0.266335,,,,
GA001156,M,Paniya,PNY,SouthAsia,SAS,India,India,No,,2.10583,0.32777,,,,
GA001157,M,Paniya,PNY,SouthAsia,SAS,India,India,No,,2.52054,0.369318,,,,
GA001158,M,Paniya,PNY,SouthAsia,SAS,India,India,No,,2.29362,0.261364,,,,
GA001159,F,Toda,TOD,SouthAsia,SAS,India,India,No,,1.97124,0.261364,,,,
GA001160,F,Toda,TOD,SouthAsia,SAS,India,India,No,,1.96146,0.228338,,,,
GA001161,F,Toda,TOD,SouthAsia,SAS,India,India,No,,2.26526,0.331321,,,,
GA001162,F,Toda,TOD,SouthAsia,SAS,India,India,No,,2.27387,0.257812,,,,
GA001163,M,Toda,TOD,SouthAsia,SAS,India,India,No,,2.14867,0.363636,,,,
GA001164,F,Toda,TOD,SouthAsia,SAS,India,India,No,,2.17625,0.230824,,,,
GA001165,F,Toda,TOD,SouthAsia,SAS,India,India,No,"Yes (GA001171, GA001175)",1.81025,0.225497,,,,
GA001166,F,Toda,TOD,SouthAsia,SAS,India,India,No,,1.92801,0.213423,,,,
GA001167,F,Toda,TOD,SouthAsia,SAS,India,India,No,,2.01897,0.319602,,,,
GA001168,F,Toda,TOD,SouthAsia,SAS,India,India,No,,2.37422,0.151989,,,,
GA001169,M,Toda,TOD,SouthAsia,SAS,India,India,No,,2.05634,0.225497,,,,
GA001170,F,Toda,TOD,SouthAsia,SAS,India,India,No,,2.09448,0.17223,,,,
GA001171,F,Toda,TOD,SouthAsia,SAS,India,India,No,,2.01095,0.20206,,,,
GA001172,F,Toda,TOD,SouthAsia,SAS,India,India,No,,2.21244,0.239347,,,,
GA001173,M,Toda,TOD,SouthAsia,SAS,India,India,No,,2.30888,0.239347,,,,
GA001174,F,Toda,TOD,SouthAsia,SAS,India,India,No,,2.18936,0.237571,,,,
GA001175,F,Toda,TOD,SouthAsia,SAS,India,India,No,,1.84468,0.173295,,,,
GA001176,F,Toda,TOD,SouthAsia,SAS,India,India,No,,2.09722,0.27983,,,,
GA001177,F,Toda,TOD,SouthAsia,SAS,India,India,No,,2.20912,0.191051,,,,
GA001178,F,Toda,TOD,SouthAsia,SAS,India,India,No,,2.21401,0.151989,,,,
GA001179,F,Kota,KTA,SouthAsia,SAS,India,India,No,,2.10837,0.28054,,,,
GA001180,F,Kota,KTA,SouthAsia,SAS,India,India,No,,2.04206,0.285156,,,,
GA001181,M,Kota,KTA,SouthAsia,SAS,India,India,No,,2.41823,0.448153,,,,
GA001182,F,Kota,KTA,SouthAsia,SAS,India,India,No,,2.32218,0.410511,,,,
GA001183,F,Kota,KTA,SouthAsia,SAS,India,India,No,,2.3214,0.48473,,,,
GA001184,M,Kota,KTA,SouthAsia,SAS,India,India,No,,2.1786,0.242543,,,,
GA001186,F,Kota,KTA,SouthAsia,SAS,India,India,No,,1.94914,0.183949,,,,
GA001187,F,Kota,KTA,SouthAsia,SAS,India,India,No,,2.25215,0.306463,,,,
GA001188,M,Halba,HLB,SouthAsia,SAS,India,India,No,,2.23944,0.503196,,,,
GA001189,M,Halba,HLB,SouthAsia,SAS,India,India,No,,2.1784,0.36044,,,,
GA001190,F,Halba,HLB,SouthAsia,SAS,India,India,No,,2.42117,0.316406,,,,
GA001191,F,Halba,HLB,SouthAsia,SAS,India,India,No,,2.12128,0.31392,,,,
GA001192,M,Halba,HLB,SouthAsia,SAS,India,India,No,,2.19797,0.382457,,,,
GA001193,F,Mahar,MHR,SouthAsia,SAS,India,India,No,,2.0669,0.256747,,,,
GA001195,M,Mahar,MHR,SouthAsia,SAS,India,India,No,,2.47848,0.164062,,,,
GA001196,M,Mahar,MHR,SouthAsia,SAS,India,India,No,,2.14632,0.209162,,,,
GA001197,M,Mahar,MHR,SouthAsia,SAS,India,India,No,,2.29714,0.219105,,,,
GA001198,M,Mahar,MHR,SouthAsia,SAS,India,India,No,,2.29754,0.274503,,,,
GA001199,M,Mahar,MHR,SouthAsia,SAS,India,India,No,,2.45912,0.289062,,,,
GA001200,M,Mahar,MHR,SouthAsia,SAS,India,India,No,,2.18232,0.261364,,,,
GA001201,M,Mahar,MHR,SouthAsia,SAS,India,India,No,,2.08392,0.276278,,,,
GA001202,F,Mahar,MHR,SouthAsia,SAS,India,India,No,,2.03208,0.177912,,,,
GA001203,F,Mahar,MHR,SouthAsia,SAS,India,India,No,,2.17058,0.267756,,,,
GA001204,M,Mahar,MHR,SouthAsia,SAS,India,India,No,,2.44855,0.276989,,,,
GA001205,M,Mahar,MHR,SouthAsia,SAS,India,India,No,,1.9552,0.285866,,,,
GA001206,F,Mahar,MHR,SouthAsia,SAS,India,India,No,,2.11248,0.242898,,,,
GA001207,F,Mahar,MHR,SouthAsia,SAS,India,India,No,,1.93642,0.228338,,,,
GA001208,F,Mahar,MHR,SouthAsia,SAS,India,India,No,,2.00059,0.278764,,,,
GA001209,M,Mahar,MHR,SouthAsia,SAS,India,India,No,,2.37872,0.31392,,,,
GA001210,F,Mahar,MHR,SouthAsia,SAS,India,India,No,,2.08588,0.206676,,,,
GA001211,M,Mahar,MHR,SouthAsia,SAS,India,India,No,,2.40532,0.302202,,,,
GA001212,M,Mahar,MHR,SouthAsia,SAS,India,India,No,,1.97437,0.255327,,,,
GA001214,F,Nababuddha,NAB,SouthAsia,SAS,India,India,No,,2.3928,0.189631,,,,
GA001215,F,Nababuddha,NAB,SouthAsia,SAS,India,India,No,,2.09937,0.341264,,,,
GA001217,F,Nababuddha,NAB,SouthAsia,SAS,India,India,No,,2.23924,0.322088,,,,
GA001218,F,Nababuddha,NAB,SouthAsia,SAS,India,India,No,,2.12246,0.259588,,,,
GA001219,F,SourasthraBrahmin,SOB,SouthAsia,SAS,India,India,No,,1.77034,0.178977,,,,
GA001220,F,SourasthraBrahmin,SOB,SouthAsia,SAS,India,India,No,,1.7189,0.104403,,,,
GA001221,F,SourasthraBrahmin,SOB,SouthAsia,SAS,India,India,No,,2.00861,0.213068,,,,
GA001222,F,SourasthraBrahmin,SOB,SouthAsia,SAS,India,India,No,,1.92547,0.169389,,,,
GA001223,F,SourasthraBrahmin,SOB,SouthAsia,SAS,India,India,No,,2.15004,0.104048,,,,
GA001224,M,SourasthraBrahmin,SOB,SouthAsia,SAS,India,India,No,,2.12578,0.170455,,,,
GA001225,M,SourasthraBrahmin,SOB,SouthAsia,SAS,India,India,No,,1.80262,0.181108,,,,
GA001227,M,SourasthraBrahmin,SOB,SouthAsia,SAS,India,India,No,,1.91412,0.185014,,,,
GA001228,M,SourasthraBrahmin,SOB,SouthAsia,SAS,India,India,No,,2.21694,0.200639,,,,
GA001229,M,UrbanChennai,MAA,SouthAsia,SAS,India,India,No,,2.12285,0.223011,,,,
GA001230,M,UrbanChennai,MAA,SouthAsia,SAS,India,India,No,,2.0939,0.281605,,,,
GA001231,M,UrbanChennai,MAA,SouthAsia,SAS,India,India,No,,2.04519,0.116122,,,,
GA001232,F,UrbanChennai,MAA,SouthAsia,SAS,India,India,No,,2.19953,0.29794,,,,
GA001234,M,UrbanChennai,MAA,SouthAsia,SAS,India,India,No,,2.25978,0.238281,,,,
GA001240,F,UrbanChennai,MAA,SouthAsia,SAS,India,India,No,,2.28032,0.177557,,,,
GA001241,M,UrbanChennai,MAA,SouthAsia,SAS,India,India,No,,1.93564,0.231534,,,,
GA001242,M,UrbanChennai,MAA,SouthAsia,SAS,India,India,No,,2.09331,0.231889,,,,
GA001243,M,UrbanChennai,MAA,SouthAsia,SAS,India,India,No,,2.12598,0.206676,,,,
GA001244,M,UrbanChennai,MAA,SouthAsia,SAS,India,India,No,,2.08842,0.26527,,,,
GA001245,F,UrbanChennai,MAA,SouthAsia,SAS,India,India,No,,2.07942,0.24858,,,,
GA001246,M,UrbanChennai,MAA,SouthAsia,SAS,India,India,No,,2.08177,0.176847,,,,
GA001247,M,UrbanChennai,MAA,SouthAsia,SAS,India,India,No,,2.06827,0.119673,,,,
GA001248,M,UrbanChennai,MAA,SouthAsia,SAS,India,India,No,,2.19875,0.23473,,,,
GA001251,M,UrbanChennai,MAA,SouthAsia,SAS,India,India,No,,2.08001,0.199219,,,,
GA001252,F,UrbanChennai,MAA,SouthAsia,SAS,India,India,No,,1.94425,0.175426,,,,
GA001253,M,UrbanChennai,MAA,SouthAsia,SAS,India,India,No,,2.10172,0.306818,,,,
GA001254,F,UrbanChennai,MAA,SouthAsia,SAS,India,India,No,,2.16725,0.198153,,,,
GA001256,F,UrbanChennai,MAA,SouthAsia,SAS,India,India,No,,2.04656,0.139205,,,,
GA001257,M,UrbanChennai,MAA,SouthAsia,SAS,India,India,No,,1.86952,0.235795,,,,
GA001258,M,UrbanChennai,MAA,SouthAsia,SAS,India,India,No,,1.98826,0.198153,,,,
GA001259,M,UrbanChennai,MAA,SouthAsia,SAS,India,India,No,,2.33783,0.226562,,,,
